Date : 2020-12-31 20:18:57
Directory : c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code
Total : 1133 files,  163663 codes, 8689 comments, 16219 blanks, all 188571 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
+------------+------------+------------+------------+------------+------------+
| HTML       |        784 |     91,524 |      6,475 |      4,050 |    102,049 |
| CSS        |         85 |     51,971 |      2,214 |     11,859 |     66,044 |
| XML        |        261 |     20,147 |          0 |        305 |     20,452 |
| JavaScript |          2 |         19 |          0 |          4 |         23 |
| Markdown   |          1 |          2 |          0 |          1 |          3 |
+------------+------------+------------+------------+------------+------------+

Directories
+------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                             | files      | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                |      1,133 |    163,663 |      8,689 |     16,219 |    188,571 |
| css                                                                                                              |         85 |     51,971 |      2,214 |     11,859 |     66,044 |
| dist                                                                                                             |          1 |         10 |          0 |          2 |         12 |
| img                                                                                                              |        261 |     20,147 |          0 |        305 |     20,452 |
+------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                         | language   | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\BotswanaUniversities.html                     | HTML       |        132 |          8 |          5 |        145 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\KenyaQuotes.html                              | HTML       |         99 |          8 |          4 |        111 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\MauritaniaPodcasts.html                       | HTML       |         99 |          8 |          4 |        111 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\Ngugi.html                                    | HTML       |        129 |          8 |          8 |        145 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\README.md                                     | Markdown   |          2 |          0 |          1 |          3 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\SeychellesWriters.html                        | HTML       |        183 |         16 |          5 |        204 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\aManifestoForSocialChange.html                | HTML       |        179 |         20 |         22 |        221 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\aMoonlessStarlessSky.html                     | HTML       |        167 |         19 |         22 |        208 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\aboutUs.html                                  | HTML       |        253 |          8 |          7 |        268 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanBooks.html                             | HTML       |        207 |          8 |          9 |        224 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanBooksPage2.html                        | HTML       |        221 |          8 |         11 |        240 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanCulture.html                           | HTML       |        114 |          8 |          5 |        127 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanDocumentaries.html                     | HTML       |         99 |          8 |          4 |        111 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanFood.html                              | HTML       |         99 |          8 |          4 |        111 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanHistoricalSites.html                   | HTML       |         99 |          8 |          4 |        111 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanNaturalResources.html                  | HTML       |         92 |          8 |          4 |        104 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanPodcasts.html                          | HTML       |        212 |          8 |          4 |        224 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanPodcastsPage2.html                     | HTML       |        218 |          8 |          4 |        230 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanPodcastsPage3.html                     | HTML       |        140 |          8 |          4 |        152 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanPoets.html                             | HTML       |        220 |          8 |          6 |        234 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanProverbs.html                          | HTML       |        148 |          8 |         10 |        166 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanQuotes.html                            | HTML       |        149 |          8 |         13 |        170 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanUniversities.html                      | HTML       |        533 |          8 |         58 |        599 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\africanWriters.html                           | HTML       |        175 |          8 |         23 |        206 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\afrotadaShop.html                             | HTML       |         99 |          8 |          4 |        111 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\ahmadouKouroumaContent.html                   | HTML       |        123 |          8 |          7 |        138 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\akanProverbs.html                             | HTML       |        124 |          8 |         11 |        143 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algeria.html                                  | HTML       |        200 |          8 |          2 |        210 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianBooks.html                            | HTML       |         99 |          8 |          4 |        111 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianCulture.html                          | HTML       |         99 |          8 |          4 |        111 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianDocumentaries.html                    | HTML       |         99 |          8 |          4 |        111 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianFood.html                             | HTML       |         99 |          8 |          4 |        111 |
| c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianHistoricalSites.html                  | HTML       |         92 |          8 |          4 |        104 |
